00021.png;1300;288;1486;360;1;0.8548
00021.png;1488;295;1712;367;1;0.8279
00021.png;1306;436;1376;475;1;0.6811
00021.png;1237;298;1770;413;1;0.6691
00021.png;1614;429;1695;508;1;0.6032
00022.png;1375;379;1743;567;1;0.8292
00022.png;1398;317;1536;384;1;0.8053
00022.png;1536;332;1729;404;1;0.7326
00022.png;1645;450;1715;520;1;0.6657
00023.png;730;154;1019;295;1;0.7729
00024.png;1360;261;1749;500;1;0.8903
00025.png;1066;507;1126;546;1;0.8600
00026.png;1088;296;1431;584;1;0.9103
00026.png;1096;298;1273;397;1;0.8092
00026.png;1235;316;1440;417;1;0.7600
00027.png;566;96;856;310;1;0.9309
00028.png;1198;229;1644;582;1;0.8510
00028.png;1405;415;1632;584;1;0.8106
00028.png;1218;234;1440;349;1;0.7693
00028.png;1213;300;1502;364;1;0.7418
00028.png;1400;263;1649;380;1;0.7119
00028.png;1429;279;1510;353;1;0.6762
00029.png;1083;285;1467;587;1;0.8699
00029.png;1255;311;1475;394;1;0.7307
00029.png;1113;310;1288;367;1;0.7257
00029.png;1292;316;1357;370;1;0.5696
00030.png;1258;266;1561;514;1;0.9516
00030.png;1262;272;1398;337;1;0.8585
00030.png;1376;277;1554;343;1;0.8467
00030.png;1403;283;1455;330;1;0.6848
00031.png;1166;286;1546;558;1;0.9190
00031.png;995;807;1143;842;1;0.5481
00032.png;1262;255;1761;609;1;0.8352
00032.png;1311;193;1489;276;1;0.8301
00032.png;1480;212;1757;308;1;0.7201
00032.png;1254;213;1722;319;1;0.6884
00032.png;1607;396;1725;509;1;0.6446
00033.png;623;103;833;349;1;0.9025
00034.png;1379;344;1837;550;1;0.7776
00034.png;1611;302;1658;354;1;0.6855
00034.png;1418;294;1600;345;1;0.6710
00034.png;1678;304;1824;372;1;0.6450
00034.png;1426;425;1467;480;1;0.5843
00034.png;1352;294;1891;426;1;0.5666
00035.png;1342;408;1708;602;1;0.7190
00035.png;1552;382;1675;434;1;0.6393
00036.png;507;106;749;355;1;0.9043
00036.png;1182;539;1215;572;1;0.7242
00036.png;1667;364;1806;424;1;0.6655
00036.png;1812;345;1908;378;1;0.6331
00037.png;1356;364;1541;567;1;0.7961
00038.png;1530;334;1565;388;1;0.8170
00038.png;1301;377;1760;577;1;0.7649
00038.png;1596;349;1735;405;1;0.6152
00038.png;1326;290;1511;384;1;0.5983
00038.png;1407;478;1468;517;1;0.5644
00039.png;757;62;1018;298;1;0.8241
00040.png;1315;210;1678;552;1;0.8800
00041.png;642;57;935;323;1;0.8922
00042.png;1103;197;1493;551;1;0.8497
00042.png;1130;204;1305;295;1;0.7408
00042.png;1266;227;1497;331;1;0.6701
00042.png;1362;384;1459;463;1;0.6499
00042.png;1308;242;1375;295;1;0.5859
00043.png;697;63;966;318;1;0.9178
00044.png;1279;158;1468;229;1;0.8513
00044.png;1250;228;1823;510;1;0.8085
00044.png;1465;164;1813;246;1;0.7877
00044.png;1437;198;1494;243;1;0.6871
00044.png;1493;167;1591;234;1;0.5635
00045.png;618;47;894;351;1;0.9051
00046.png;1315;225;1675;512;1;0.8574
00046.png;1317;235;1503;314;1;0.8050
00046.png;1476;238;1678;317;1;0.7494
00046.png;1508;250;1565;303;1;0.5752
00047.png;1375;337;1677;517;1;0.8558
00048.png;1008;405;1240;583;1;0.9411
00048.png;1016;410;1115;455;1;0.8403
00048.png;1094;417;1247;466;1;0.7752
00049.png;459;51;864;374;1;0.8853
00049.png;624;87;731;144;1;0.8141
00050.png;861;420;1269;722;1;0.8117
00050.png;969;432;1114;498;1;0.7924
00050.png;938;435;1288;540;1;0.7542
00050.png;1115;458;1163;498;1;0.6190
00051.png;1171;562;1415;718;1;0.9517
00052.png;646;41;855;120;1;0.8527
00052.png;628;125;1103;368;1;0.8512
00052.png;835;39;1113;135;1;0.7384
00052.png;625;101;794;158;1;0.6909
00052.png;732;287;773;325;1;0.6130
00053.png;1088;431;1427;697;1;0.9411
00053.png;1098;441;1269;523;1;0.8306
00053.png;1241;456;1425;538;1;0.7804
00053.png;1273;468;1331;520;1;0.6252
00054.png;1091;534;1327;684;1;0.9113
00054.png;1091;539;1200;584;1;0.8441
00054.png;1182;535;1325;581;1;0.8144
00055.png;1431;456;1645;712;1;0.9146
00056.png;1262;464;1675;736;1;0.9115
00056.png;1269;474;1466;578;1;0.8525
00056.png;1437;489;1673;596;1;0.8312
00056.png;1474;501;1547;574;1;0.7433
00057.png;737;289;1023;498;1;0.9171
00057.png;748;293;884;357;1;0.8133
00057.png;863;307;1021;371;1;0.7558
00057.png;886;316;933;355;1;0.6577
00058.png;543;194;862;446;1;0.9211
00059.png;1102;372;1491;710;1;0.8691
00059.png;1128;379;1303;468;1;0.7894
00059.png;1271;398;1492;491;1;0.6387
00060.png;735;150;1131;440;1;0.8897
00060.png;755;155;917;234;1;0.7866
00060.png;882;174;1137;263;1;0.7139
00060.png;921;186;975;232;1;0.6691
00061.png;425;144;814;421;1;0.9278
00061.png;1148;679;1197;728;1;0.9128
00061.png;58;632;110;683;1;0.8967
00061.png;594;123;834;266;1;0.7289
00062.png;574;149;800;414;1;0.9185
00062.png;821;155;1025;415;1;0.9055
00062.png;813;160;1026;231;1;0.8157
00062.png;802;206;1038;262;1;0.7571
00062.png;873;166;914;223;1;0.6345
00063.png;792;103;1015;430;1;0.9312
00063.png;1063;125;1329;195;1;0.8391
00063.png;1015;113;1323;438;1;0.8136
00063.png;1143;209;1250;255;1;0.6531
00063.png;1081;253;1204;301;1;0.6529
00064.png;611;150;959;440;1;0.8666
00065.png;499;166;878;437;1;0.9048
00066.png;757;44;1337;423;1;0.8061
00066.png;779;50;1050;169;1;0.7701
00066.png;997;85;1345;217;1;0.7103
00066.png;1052;100;1091;171;1;0.6638
00066.png;1079;103;1131;174;1;0.6473
00067.png;178;527;275;619;1;0.8741
00067.png;1330;603;1408;685;1;0.8715
00067.png;496;88;917;426;1;0.8600
00067.png;911;151;1334;478;1;0.8155
00067.png;649;128;792;189;1;0.8139
00067.png;935;157;1111;240;1;0.7346
00067.png;1073;178;1343;276;1;0.6647
00067.png;1111;188;1175;244;1;0.6297
00068.png;473;123;886;433;1;0.8890
00068.png;613;145;757;192;1;0.7605
00069.png;736;383;924;554;1;0.9184
00069.png;924;437;1105;484;1;0.8399
00070.png;575;122;918;440;1;0.9049
00070.png;1782;494;1889;632;1;0.8387
00070.png;926;229;1260;313;1;0.8313
00070.png;930;248;1052;292;1;0.7751
00070.png;1798;614;1898;683;1;0.7415
00071.png;1258;242;1627;532;1;0.8423
00071.png;1258;84;1613;252;1;0.7554
00072.png;647;47;988;335;1;0.9416
00072.png;908;236;954;280;1;0.8389
00072.png;714;90;815;139;1;0.8387
00073.png;743;43;909;282;1;0.9403
00073.png;932;24;1118;262;1;0.9395
00073.png;1023;98;1097;136;1;0.8389
00073.png;944;103;1037;143;1;0.8147
00073.png;807;213;854;252;1;0.8128
00073.png;918;27;1114;98;1;0.7864
00073.png;1012;201;1050;239;1;0.7468
00074.png;1189;283;1624;569;1;0.9275
00074.png;1367;299;1595;386;1;0.8939
00074.png;1194;297;1405;378;1;0.8888
00074.png;1476;420;1580;538;1;0.8451
00074.png;1505;312;1572;382;1;0.8401
00074.png;1451;327;1517;375;1;0.8389
00074.png;1399;314;1463;369;1;0.8389
00074.png;1218;411;1275;463;1;0.7864
00075.png;806;70;1158;287;1;0.9057
00075.png;803;74;980;145;1;0.8669
00075.png;950;73;1160;145;1;0.8243
00075.png;1068;186;1124;242;1;0.8205
00076.png;1178;316;1575;565;1;0.9433
00076.png;1468;483;1547;538;1;0.8403
00076.png;1378;352;1453;393;1;0.8389
00076.png;1481;395;1536;434;1;0.8389
00077.png;750;87;1080;356;1;0.8690
00077.png;769;93;892;138;1;0.8390
00077.png;889;95;1084;153;1;0.7326
00077.png;989;219;1056;285;1;0.7058
00078.png;502;63;812;358;1;0.9504
00078.png;563;107;671;151;1;0.8293
00079.png;898;64;1241;323;1;0.8111
00079.png;924;86;1073;145;1;0.6998
00079.png;1143;182;1221;248;1;0.6517
00080.png;697;81;980;351;1;0.9600
00082.png;766;105;1103;299;1;0.8875
00082.png;1030;218;1075;265;1;0.8381
00082.png;922;132;1104;184;1;0.7921
00082.png;767;105;935;176;1;0.7587
00083.png;1447;317;1760;493;1;0.9448
00083.png;1605;341;1689;382;1;0.8389
00083.png;1498;342;1614;394;1;0.8131
00084.png;1344;88;1919;215;1;0.8365
00084.png;1359;149;1911;448;1;0.8260
00084.png;1605;98;1866;173;1;0.8219
00084.png;1426;305;1604;350;1;0.7699
00085.png;1247;275;1653;524;1;0.8591
00085.png;1254;306;1367;369;1;0.7774
00085.png;1256;372;1492;424;1;0.7395
00085.png;1335;277;1653;360;1;0.7082
00085.png;1378;301;1435;353;1;0.6301
00086.png;1222;260;1642;536;1;0.8906
00086.png;1230;265;1435;346;1;0.8272
00086.png;1407;276;1638;355;1;0.7772
00086.png;1431;284;1506;341;1;0.6379
00087.png;1319;373;1429;506;1;0.9502
00087.png;872;158;1133;382;1;0.9308
00087.png;881;163;1003;219;1;0.8537
00087.png;1380;408;1421;491;1;0.8249
00087.png;984;173;1136;230;1;0.7847
00087.png;1002;180;1054;218;1;0.6754
00088.png;651;143;917;380;1;0.9605
00088.png;1320;489;1354;544;1;0.7600
00089.png;1354;364;1641;503;1;0.9012
00089.png;1495;373;1587;419;1;0.8054
00089.png;1401;376;1511;422;1;0.6574
00090.png;1462;167;1831;532;1;0.9093
00090.png;1462;178;1662;243;1;0.8590
00090.png;1631;183;1832;247;1;0.8129
00090.png;1429;173;1865;266;1;0.8011
00090.png;1679;323;1811;437;1;0.6971
00091.png;848;76;1116;355;1;0.8983
00091.png;851;102;956;149;1;0.8567
00091.png;975;84;1097;136;1;0.8489
00091.png;1013;194;1096;261;1;0.6799
00092.png;719;70;935;391;1;0.9420
00093.png;753;223;1103;374;1;0.8016
00093.png;874;238;978;279;1;0.7298
00093.png;748;166;1109;239;1;0.7290
00093.png;997;265;1063;331;1;0.6562
00094.png;1199;101;1398;323;1;0.8721
00094.png;821;214;1043;289;1;0.7752
00094.png;1188;108;1401;170;1;0.7573
00094.png;1212;125;1256;163;1;0.6093
00095.png;1379;282;1592;354;1;0.8411
00095.png;1592;281;1823;354;1;0.8079
00095.png;1369;362;1845;568;1;0.7792
00096.png;1407;233;1526;289;1;0.7875
00096.png;1509;224;1662;282;1;0.7625
00096.png;1408;222;1669;377;1;0.7322
00096.png;1533;234;1579;275;1;0.6187
00097.png;774;107;1096;353;1;0.7768
00098.png;1208;412;1517;571;1;0.8255
00098.png;1213;412;1373;484;1;0.7731
00098.png;1350;421;1518;495;1;0.7028
00098.png;1399;429;1437;484;1;0.6338
00099.png;1159;377;1426;569;1;0.8213
00099.png;1152;484;1361;555;1;0.7672
00099.png;1167;381;1284;428;1;0.7588
00099.png;1259;387;1433;441;1;0.6914
00100.png;902;96;1234;360;1;0.8671
00100.png;904;106;1044;161;1;0.8342
00100.png;1012;107;1242;165;1;0.8043
00100.png;893;268;1154;351;1;0.8036
00101.png;624;82;884;356;1;0.9357
00101.png;985;180;1113;215;1;0.7539
